3	6	67
1	6	71
1	1	83
3	4	76
1	3	63
0	9	53
6	3	69
1	10	117
2	4	37
3	3	45
0	7	79
0	5	89
2	2	39
0	7	151
4	3	70
0	4	50
4	0	35
2	7	61
0	1	46
0	1	53
0	1	51
1	4	66
4	4	63
4	4	57
1	8	53
5	3	58
7	8	108
1	6	60
5	5	56
1	4	54
3	3	89
0	6	68
0	1	59
5	4	80
2	3	47
4	4	55
2	4	69
0	3	81
1	2	51
0	2	75
0	6	51
2	4	54
4	2	73
2	10	69
4	7	75
4	2	23
1	1	65
4	3	79
0	3	78
1	2	62
1	5	86
0	2	57
5	5	66
1	1	48
2	8	68
1	4	108
4	3	34
0	3	104
3	5	58
0	5	38
3	8	53
2	4	47
1	2	55
1	4	95
0	3	62
2	5	83
0	5	77
0	4	46
2	3	59
4	5	51
2	5	92
2	2	53
2	0	57
3	6	66
1	3	54
3	4	73
1	2	37
2	4	96
1	6	101
3	4	70
5	3	47
0	2	69
4	3	58
0	1	54
2	3	59
5	3	70
0	6	75
1	6	71
1	7	74
2	3	51
1	3	68
1	5	60
3	5	100
3	3	27
7	4	57
1	2	98
4	1	39
3	3	63
1	9	99
2	6	99
3	7	77
4	4	46
1	7	57
4	3	56
5	5	50
3	3	64
0	5	99
2	2	59
1	4	95
1	5	70
0	2	68
4	2	52
2	2	56
0	5	44
7	1	50
1	4	76
6	1	35
3	0	30
0	3	74
2	2	57
2	3	71
0	2	54
1	4	61
3	2	79
0	2	55
0	0	44
2	0	46
1	5	91
1	2	61
0	6	75
3	6	47
3	3	51
5	2	51
0	1	76
7	1	60
4	5	49
2	4	67
0	4	74
4	3	68
1	5	89
2	3	59
0	6	98
2	4	119
4	2	56
4	2	40
1	4	85
1	4	99
7	2	52
2	11	99
5	1	48
3	3	63
2	2	67
0	3	70
3	2	35
1	3	52
4	2	55
1	4	85
2	1	74
1	3	74
2	7	81
2	7	86
4	4	52
0	2	53
1	4	40
1	3	64
1	2	61
1	4	71
3	4	55
0	5	51
2	8	73
3	6	63
3	5	71
0	2	43
1	5	67
0	2	46
3	2	55
3	4	74
0	4	79
6	3	36
3	2	69
6	5	30
2	4	52
0	3	58
2	5	68
8	8	59
4	3	47
0	4	52
1	2	62
3	5	82
2	1	38
1	2	38
6	4	76
1	6	103
3	1	55
2	7	71
3	3	82
4	5	70
1	3	43
2	2	33
0	3	57
2	4	67
2	2	116
2	0	49
2	6	42
2	5	85
0	4	25
0	3	90
0	1	60
1	0	55
1	3	58
9	3	63
1	3	74
3	4	55
3	5	86
1	4	70
3	3	98
4	2	50
2	2	65
1	3	79
2	7	103
2	1	70
1	1	38
3	3	43
1	2	59
2	6	42
0	9	62
0	0	45
3	5	45
6	4	50
2	1	53
7	1	39
1	5	63
1	1	74
0	0	73
1	2	80
0	3	51
2	1	52
1	7	89
1	3	88
3	1	74
1	2	57
1	0	45
1	4	60
0	1	55
0	6	88
0	2	93
2	3	65
3	4	73
4	3	63
2	2	44
3	5	78
2	9	90
3	3	66
0	6	72
3	3	67
3	2	28
0	4	69
2	2	74
4	3	63
5	6	94
0	4	52
3	4	92
2	1	41
3	8	103
4	6	61
1	5	74
1	2	68
0	3	56
4	3	82
1	5	98
3	3	58
4	3	40
3	3	57
3	5	69
2	0	42
3	4	76
3	5	59
0	4	72
1	2	53
2	6	62
0	2	72
2	3	65
4	2	44
1	3	110
1	5	93
2	2	80
1	13	101
1	3	73
0	7	76
5	5	81
1	2	58
2	7	87
0	2	38
6	4	90
2	5	54
3	1	53
3	4	86
2	3	41
3	3	47
2	2	47
4	5	49
1	5	93
3	1	78
6	3	86
1	5	55
1	4	84
2	0	50
1	4	44
1	6	69
3	1	60
2	2	53
1	5	75
2	5	74
1	1	60
4	6	73
3	5	60
1	4	106
3	3	53
4	8	77
1	4	49
0	3	90
3	5	109
1	3	54
3	5	117
3	5	31
1	3	69
0	3	69
2	4	100
0	0	51
1	10	111
1	6	73
0	0	87
3	5	93
1	2	76
2	5	66
1	4	47
3	0	21
0	1	63
2	6	70
1	3	94
1	10	101
1	6	77
2	4	78
4	0	28
0	10	113
0	1	33
3	1	93
5	2	37
0	6	67
0	6	121
2	0	59
4	0	41
5	4	69
1	1	38
0	3	40
0	3	97
3	4	33
1	3	78
3	5	44
4	4	76
5	6	74
1	3	67
2	7	50
0	1	63
2	3	65
2	3	64
2	5	94
1	3	72
2	2	74
4	1	37
1	1	17
3	4	69
5	4	48
2	5	104
6	0	47
0	2	57
0	3	76
0	3	69
4	4	57
5	3	35
1	0	78
1	1	85
0	4	62
1	2	74
0	7	64
1	2	69
2	4	33
2	2	62
4	4	52
0	3	55
2	4	48
1	2	53
0	1	41
1	2	33
3	5	72
1	4	111
1	2	45
3	1	49
2	5	53
1	2	60
2	6	62
2	0	107
1	2	57
2	4	43
1	6	56
4	2	40
2	4	57
7	4	138
1	7	113
7	3	60
5	2	48
0	1	35
0	5	83
0	2	63
0	8	101
